7.01,7
7.029999999999999,3
7.05,4
7.069999999999999,4
7.09,6
7.109999999999999,8
7.13,3
7.149999999999999,2
7.17,7
7.19,5
7.21,7
7.23,7
7.25,2
7.27,3
7.29,8
7.31,3
7.33,4
7.35,3
7.37,9
7.39,5
7.41,2
7.43,7
7.45,5
7.47,9
7.49,3
7.51,8
7.529999999999999,6
7.55,7
7.57,10
7.59,8
7.609999999999999,1
7.63,6
7.649999999999999,5
7.67,6
7.69,6
7.71,7
7.73,1
7.75,6
7.77,10
7.79,4
7.81,6
7.83,8
7.85,4
7.87,3
7.89,5
7.91,6
7.93,7
7.95,5
7.97,11
7.99,8
8.01,4
8.029999999999999,4
8.050000000000001,3
8.07,5
8.09,6
8.109999999999999,5
8.129999999999999,7
8.15,6
8.17,3
8.19,5
8.209999999999999,3
8.23,5
8.25,9
8.27,8
8.289999999999999,3
8.31,6
8.33,12
8.35,5
8.369999999999999,15
8.390000000000001,9
8.41,11
8.43,3
8.449999999999999,11
8.469999999999999,5
8.49,10
8.51,8
8.529999999999999,11
8.550000000000001,11
8.57,10
8.59,6
8.609999999999999,6
8.629999999999999,12
8.65,16
8.67,13
8.69,9
8.709999999999999,6
8.73,12
8.75,10
8.77,6
8.789999999999999,7
8.81,7
8.83,9
8.85,11
8.869999999999999,13
8.890000000000001,11
8.91,13
8.93,16
8.949999999999999,12
8.969999999999999,16
8.99,14
9.01,7
9.029999999999999,9
9.050000000000001,15
9.07,10
9.09,17
9.109999999999999,12
9.129999999999999,23
9.15,13
9.17,19
9.19,12
9.210000000000001,15
9.23,21
9.25,18
9.27,18
9.289999999999999,34
9.31,48
9.33,40
9.35,53
9.369999999999999,32
9.390000000000001,30
9.41,26
9.43,25
9.449999999999999,22
9.469999999999999,25
9.49,20
9.51,24
9.529999999999999,26
9.550000000000001,29
9.57,34
9.59,29
9.609999999999999,26
9.629999999999999,21
9.65,27
9.67,27
9.69,32
9.710000000000001,36
9.73,29
9.75,37
9.77,30
9.789999999999999,25
9.81,32
9.83,48
9.85,36
9.869999999999999,40
9.890000000000001,34
9.91,36
9.93,38
9.949999999999999,48
9.969999999999999,40
9.99,50
10.01,37
10.03,50
10.05,45
10.07,37
10.09,46
10.11,55
10.13,48
10.15,45
10.17,66
10.19,50
10.21,52
10.23,64
10.25,53
10.27,55
10.29,52
10.31,76
10.33,74
10.35,74
10.37,64
10.39,71
10.41,74
10.43,62
10.45,79
10.47,77
10.49,85
10.51,86
10.53,79
10.55,88
10.57,102
10.59,86
10.61,132
10.63,188
10.65,396
10.67,484
10.69,449
10.71,361
10.73,262
10.75,296
10.77,289
10.79,282
10.81,149
10.83,102
10.85,117
10.87,98
10.89,102
10.91,106
10.93,108
10.95,114
10.97,102
10.99,112
11.01,142
11.03,128
11.05,144
11.07,130
11.09,137
11.11,125
11.13,156
11.15,144
11.17,164
11.19,151
11.21,146
11.23,144
11.25,166
11.27,159
11.29,174
11.31,185
11.33,164
11.35,161
11.37,172
11.39,182
11.41,213
11.43,185
11.45,193
11.47,169
11.49,172
11.51,185
11.53,185
11.55,202
11.57,180
11.59,190
11.61,234
11.63,228
11.65,196
11.67,193
11.69,240
11.71,228
11.73,204
11.75,231
11.77,240
11.79,225
11.81,207
11.83,225
11.85,219
11.87,222
11.89,222
11.91,243
11.93,219
11.95,234
11.97,246
11.99,250
12.01,246
12.03,292
12.05,266
12.07,306
12.09,289
12.11,253
12.13,296
12.15,303
12.17,289
12.19,289
12.21,289
12.23,313
12.25,272
12.27,320
12.29,286
12.31,324
12.33,303
12.35,292
12.37,310
12.39,286
12.41,339
12.43,320
12.45,292
12.47,331
12.49,335
12.51,299
12.53,296
12.55,313
12.57,342
12.59,342
12.61,342
12.63,346
12.65,346
12.67,317
12.69,365
12.71,331
12.73,365
12.75,339
12.77,353
12.79,324
12.81,324
12.83,357
12.85,357
12.87,369
12.89,342
12.91,400
12.93,353
12.95,331
12.97,361
12.99,392
13.01,361
13.03,353
13.05,365
13.07,384
13.09,384
13.11,404
13.13,380
13.15,372
13.17,388
13.19,372
13.21,350
13.23,369
13.25,408
13.27,412
13.29,380
13.31,353
13.33,408
13.35,400
13.37,400
13.39,396
13.41,396
13.43,376
13.45,376
13.47,396
13.49,365
13.51,396
13.53,388
13.55,388
13.57,437
13.59,396
13.61,404
13.63,408
13.65,416
13.67,400
13.69,400
13.71,416
13.73,420
13.75,412
13.77,437
13.79,392
13.81,392
13.83,388
13.85,428
13.87,376
13.89,433
13.91,408
13.93,388
13.95,408
13.97,424
13.99,428
14.01,416
14.03,396
14.05,433
14.07,437
14.09,408
14.11,392
14.13,420
14.15,433
14.17,404
14.19,388
14.21,404
14.23,416
14.25,428
14.27,376
14.29,424
14.31,400
14.33,400
14.35,380
14.37,392
14.39,400
14.41,404
14.43,412
14.45,396
14.47,416
14.49,412
14.51,388
14.53,400
14.55,441
14.57,408
14.59,408
14.61,400
14.63,428
14.65,416
14.67,396
14.69,376
14.71,400
14.73,400
14.75,376
14.77,380
14.79,380
14.81,404
14.83,404
14.85,384
14.87,420
14.89,380
14.91,400
14.93,392
14.95,380
14.97,365
14.99,380
15.01,416
15.03,404
15.05,400
15.07,396
15.09,357
15.11,353
15.13,339
15.15,396
15.17,384
15.19,350
15.21,357
15.23,365
15.25,357
15.27,372
15.29,357
15.31,353
15.33,361
15.35,342
15.37,331
15.39,342
15.41,335
15.43,339
15.45,361
15.47,339
15.49,328
15.51,353
15.53,353
15.55,365
15.57,376
15.59,328
15.61,376
15.63,372
15.65,320
15.67,357
15.69,328
15.71,335
15.73,324
15.75,306
15.77,324
15.79,313
15.81,313
15.83,335
15.85,335
15.87,335
15.89,331
15.91,306
15.93,303
15.95,317
15.97,320
15.99,306
16.01,317
16.03,299
16.05,276
16.07,279
16.09,313
16.11,299
16.13,310
16.15,286
16.17,266
16.19,286
16.21,289
16.23,266
16.25,306
16.27,266
16.29,276
16.31,276
16.33,286
16.35,292
16.37,262
16.39,253
16.41,243
16.43,286
16.45,286
16.47,240
16.49,234
16.51,286
16.53,234
16.55,269
16.57,246
16.59,269
16.61,234
16.63,253
16.65,253
16.67,256
16.69,246
16.71,246
16.73,237
16.75,240
16.77,219
16.79,243
16.81,237
16.83,276
16.85,204
16.87,219
16.89,219
16.91,225
16.93,204
16.95,240
16.97,210
16.99,225
17.01,240
17.03,210
17.05,202
17.07,210
17.09,204
17.11,202
17.13,213
17.15,222
17.17,199
17.19,196
17.21,202
17.23,185
17.25,196
17.27,182
17.29,219
17.31,188
17.33,190
17.35,169
17.37,166
17.39,199
17.41,174
17.43,199
17.45,164
17.47,182
17.49,204
17.51,169
17.53,177
17.55,166
17.57,166
17.59,169
17.61,172
17.63,177
17.65,151
17.67,190
17.69,177
17.71,156
17.73,185
17.75,161
17.77,169
17.79,166
17.81,159
17.83,154
17.85,151
17.87,139
17.89,151
17.91,137
17.93,154
17.95,146
17.97,121
17.99,132
18.01,117
18.03,156
18.05,149
18.07,146
18.09,128
18.11,125
18.13,132
18.15,121
18.17,130
18.19,139
18.21,128
18.23,130
18.25,123
18.27,123
18.29,121
18.31,112
18.33,119
18.35,121
18.37,114
18.39,128
18.41,114
18.43,135
18.45,119
18.47,117
18.49,104
18.51,114
18.53,106
18.55,96
18.57,98
18.59,106
18.61,94
18.63,98
18.65,117
18.67,108
18.69,114
18.71,96
18.73,114
18.75,123
18.77,106
18.79,117
18.81,102
18.83,92
18.85,94
18.87,86
18.89,79
18.91,100
18.93,92
18.95,102
18.97,96
18.99,92
19.01,100
19.03,98
19.05,96
19.07,83
19.09,96
19.11,102
19.13,90
19.15,81
19.17,79
19.19,81
19.21,72
19.23,90
19.25,86
19.27,66
19.29,74
19.31,61
19.33,72
